_id,term,frequency,kb_id,type
67118a08a620e436ef12a7ed,newark,3981,,PERSON
67118a08a620e436ef12a7ef,helper w. hutchinson,3,,PERSON
67118a08a620e436ef12a7f0,o. w. e. hutchinson,3,,PERSON
67118a08a620e436ef12a7f1,switchtender,36,,PERSON
67118a08a620e436ef12a7f3,brakeman w. e. hutchinson,3,,PERSON
67118a08a620e436ef12a7f5,h. s. mcartor,3,,PERSON
67118a08a620e436ef12a7f7,prr,234,,PERSON
67118a08a620e436ef12a7fb,w. e. hutchinson,6,,PERSON
67118a08a620e436ef12a7fe,north,18,,PERSON
67118a08a620e436ef12a800,hutchinson w.,3,,PERSON
67118a08a620e436ef12a803,wallace,30,,PERSON
67118a08a620e436ef12a809,wallace elmer hutchinson,3,,PERSON
67118a08a620e436ef12a80c,phillips george thomas subsequent record,6,,PERSON
67118a08a620e436ef12a80d,clk audr,3,,PERSON
67118a08a620e436ef12a80f,r23b eko,3,,PERSON
67118a08a620e436ef12a812,clk,1155,,PERSON
67118a08a620e436ef12a814,r22a trfd,3,,PERSON
67118a08a620e436ef12a818,r23b phillips,3,,PERSON
67118a08a620e436ef12a819,nexamined mechcs,3,,PERSON
67118a08a620e436ef12a81a,p. avvey,3,,PERSON
67118a08a620e436ef12a81d,r. ret.1-,3,,PERSON
67118a08a620e436ef12a81f,orndorff,6,,PERSON
67118a08a620e436ef12a821,p. fnepp,3,,PERSON
67118a08a620e436ef12a823,george thomas phillips,6,,PERSON
67118a08a620e436ef12a826,gernody,3,,PERSON
67118a08a620e436ef12a828,j. middle date of,3,,PERSON
67118a08a620e436ef12a82a,c.t. e.,3,,PERSON
67118a08a620e436ef12a82c,martin j gernody,3,,PERSON
67118a08a620e436ef12a82d,gibson joe born,3,,PERSON
67118a08a620e436ef12a82f,m. w. t. cheky,3,,PERSON
67118a08a620e436ef12a832,joe gibson,3,,PERSON
67118a08a620e436ef12a833,gasdick thomas a.,3,,PERSON
67118a08a620e436ef12a835,.56 .56,3,,PERSON
67118a08a620e436ef12a837,thomas a. gasdick,3,,PERSON
67118a08a620e436ef12a838,"carder, jr. william date",3,,PERSON
67118a08a620e436ef12a839,cert,1341,,PERSON
67118a08a620e436ef12a83d,trav,87,,PERSON
67118a08a620e436ef12a847,william carder,9,,PERSON
67118a08a620e436ef12a848,helen laird,3,,PERSON
67118a08a620e436ef12a84b,"i. t.

",3,,PERSON
67118a08a620e436ef12a84c,c&o,147,,PERSON
67118a08a620e436ef12a84d,md. trfd,24,,PERSON
67118a08a620e436ef12a84e,huntington,216,,PERSON
67118a08a620e436ef12a84f,i. t. cyrus,3,,PERSON
67118a08a620e436ef12a851,paul harold,3,,PERSON
67118a08a620e436ef12a853,r. e. cramer,3,,PERSON
67118a08a620e436ef12a855,paul h. fackler,3,,PERSON
67118a08a620e436ef12a856,paul harold fackler,3,,PERSON
67118a08a620e436ef12a859,trackman st. louis mow,6,,PERSON
67118a08a620e436ef12a85c,prusinowski,3,,PERSON
67118a08a620e436ef12a85d,chester john,3,,PERSON
67118a08a620e436ef12a85e,c. j. prusinowski completed,3,,PERSON
67118a08a620e436ef12a85f,chester john prusinowski,3,,PERSON
67118a08a620e436ef12a860,houser alfred clair,3,,PERSON
67118a08a620e436ef12a863,c. w. trussell,3,,PERSON
67118a08a620e436ef12a864,alfred clair houser,3,,PERSON
67118a08a620e436ef12a865,erich,9,,PERSON
67118a08a620e436ef12a868,thomas erich schersch,3,,PERSON
67118a08a620e436ef12a86b,john eugene born,3,,PERSON
67118a08a620e436ef12a86c,r. d. certficate no,3,,PERSON
67118a08a620e436ef12a86e,r-151 b. porter,3,,PERSON
67118a08a620e436ef12a86f,mercanger clerk,3,,PERSON
67118a08a620e436ef12a877,john eugene fasach,3,,PERSON
67118a08a620e436ef12a87a,richard middle hopkins,3,,PERSON
67118a08a620e436ef12a87c,richard hopkins phoebus,3,,PERSON
67118a08a620e436ef12a87e,keyfauver franklin,3,,PERSON
67118a08a620e436ef12a880,helper f. b. keyfauver,9,,PERSON
67118a08a620e436ef12a883,foreman f. b. keyfauver,3,,PERSON
67118a08a620e436ef12a888,o. caniford,3,,PERSON
67118a08a620e436ef12a88d,sou,12,,PERSON
67118a08a620e436ef12a891,md,2682,,PERSON
67118a08a620e436ef12a892,hardy barbara joan,6,,PERSON
67118a08a620e436ef12a893,stung,6,,PERSON
67118a08a620e436ef12a894,barbara joan ss,3,,PERSON
67118a08a620e436ef12a895,barbara joan,3,,PERSON
67118a08a620e436ef12a897,arnold wayne,3,,PERSON
67118a08a620e436ef12a89f,carman prt,60,,PERSON
67118a08a620e436ef12a8a0,carman r3c91-8,3,,PERSON
67118a08a620e436ef12a8a2,arnold wayne boyce,3,,PERSON
67118a08a620e436ef12a8a3,kursh anthony dote,3,,PERSON
67118a08a620e436ef12a8a4,lowe,18,,PERSON
67118a08a620e436ef12a8a5,thomas anthony kursch,3,,PERSON
67118a08a620e436ef12a8a6,"hayes glenn
born",3,,PERSON
67118a08a620e436ef12a8ac,hayes glenn,3,,PERSON
67118a08a620e436ef12a8ad,shumaker robert ellsworth,3,,PERSON
67118a08a620e436ef12a8ae,s.s.,54,,PERSON
67118a08a620e436ef12a8b1,incap,423,,PERSON
67118a08a620e436ef12a8b9,robert ellsworth shumaker,3,,PERSON
67118a08a620e436ef12a8ba,"fischer charles g.
",3,,PERSON
67118a08a620e436ef12a8bc,charles g. fischer,3,,PERSON
67118a08a620e436ef12a8bd,france,81,,PERSON
67118a08a620e436ef12a8be,richard k. born,3,,PERSON
67118a08a620e436ef12a8bf,richard k. france,3,,PERSON
67118a08a620e436ef12a8c1,chamblee ralph e. date,3,,PERSON
67118a08a620e436ef12a8c4,hyexter ll.1,3,,PERSON
67118a08a620e436ef12a8c8,chester,87,,PERSON
67118a08a620e436ef12a8ca,survpr,3,,PERSON
67118a08a620e436ef12a8cb,wilmington,414,,PERSON
67118a08a620e436ef12a8cc,ralph e. chamblee,3,,PERSON
67118a08a620e436ef12a8cd,charles middle e.,3,,PERSON
67118a08a620e436ef12a8cf,pgh c.t. butler,3,,PERSON
67118a08a620e436ef12a8d0,charles e. green,3,,PERSON
67118a08a620e436ef12a8d3,alfred fredrick 4-12-19,3,,PERSON
67118a08a620e436ef12a8d4,alfred fredrick keyser,6,,PERSON
67118a08a620e436ef12a8d6,alfred f. keyser,6,,PERSON
67118a08a620e436ef12a8d8,coffey,6,,PERSON
67118a08a620e436ef12a8d9,max b.,3,,PERSON
67118a08a620e436ef12a8dd,c.t. garrett,24,,PERSON
67118a08a620e436ef12a8df,chg c.t. garrett,3,,PERSON
67118a08a620e436ef12a8e6,max b. coffey,3,,PERSON
67118a08a620e436ef12a8e8,kenneth lavon 3-11-45 1069867 307-46-5581\njob,3,,PERSON
67118a08a620e436ef12a8eb,kenneth lavon shutt,3,,PERSON
67118a08a620e436ef12a8f0,charles e. born,6,,PERSON
67118a08a620e436ef12a8f1,chalker,6,,PERSON
67118a08a620e436ef12a8f4,charles e. fisher,3,,PERSON
67118a08a620e436ef12a8f5,muscardalli,6,,PERSON
67118a08a620e436ef12a8f6,antonio dob,3,,PERSON
67118a08a620e436ef12a8f9,xing watchman,18,,PERSON
67118a08a620e436ef12a8fa,"rocewod r73a-a
",3,,PERSON
67118a08a620e436ef12a8ff,laborer pgh m.,3,,PERSON
67118a08a620e436ef12a902,antonio muscardalli,3,,PERSON
67118a08a620e436ef12a903,hadley,9,,PERSON
67118a08a620e436ef12a907,track shaft,3,,PERSON
67118a08a620e436ef12a909,palen r. 1-14-39,3,,PERSON
67118a08a620e436ef12a90a,otis f. hadley,3,,PERSON
67118a08a620e436ef12a90b,grimes,33,,PERSON
67118a08a620e436ef12a90c,john c. born,15,,PERSON
67118a08a620e436ef12a90f,t color,39,,PERSON
67118a08a620e436ef12a910,carman,1152,,PERSON
67118a08a620e436ef12a911,john c. grimes,3,,PERSON
67118a08a620e436ef12a912,gallavan,6,,PERSON
67118a08a620e436ef12a913,"c. e.
born",3,,PERSON
67118a08a620e436ef12a914,kilgore,102,,PERSON
67118a08a620e436ef12a915,gordon lewis,3,,PERSON
67118a08a620e436ef12a917,sec,1563,,PERSON
67118a08a620e436ef12a91c,caller ex,3,,PERSON
67118a08a620e436ef12a91f,tim m,3,,PERSON
67118a08a620e436ef12a924,gordon lewis kilgore,3,,PERSON
67118a08a620e436ef12a926,lorenzo d. born,3,,PERSON
67118a08a620e436ef12a92d,mehergy,9,,PERSON
67118a08a620e436ef12a92f,e. m. patterson,6,,PERSON
67118a08a620e436ef12a930,richards,33,,PERSON
67118a08a620e436ef12a93f,lorenzo d. harrison,3,,PERSON
67118a08a620e436ef12a940,heinlein,3,,PERSON
67118a08a620e436ef12a941,"albert james
born",3,,PERSON
67118a08a620e436ef12a944,albert james heinlein,3,,PERSON
67118a08a620e436ef12a945,cecil page,6,,PERSON
67118a08a620e436ef12a94a,frm yd,3,,PERSON
67118a08a620e436ef12a94b,cecil hershberger,3,,PERSON
67118a08a620e436ef12a94c,furn greve,3,,PERSON
67118a08a620e436ef12a94d,sgrp,3,,PERSON
67118a08a620e436ef12a950,gray,90,,PERSON
67118a08a620e436ef12a951,hellman leo e born,3,,PERSON
67118a08a620e436ef12a954,hellman leo e.,3,,PERSON
67118a08a620e436ef12a955,hancock george c. r. d certificate,3,,PERSON
67118a08a620e436ef12a957,hancock george c.,3,,PERSON
67118a08a620e436ef12a958,c.r. bruns,3,,PERSON
67118a08a620e436ef12a959,caller balto,9,,PERSON
67118a08a620e436ef12a95c,margaret greene,3,,PERSON
67118a08a620e436ef12a960,lasher,3,,PERSON
67118a08a620e436ef12a961,"william h.
date",3,,PERSON
67118a08a620e436ef12a963,w.h. lasher,3,,PERSON
67118a08a620e436ef12a965,william h. lasher,9,,PERSON
67118a08a620e436ef12a968,"d.b. 6258-j.
",3,,PERSON
67118a08a620e436ef12a969,w.c. baker,21,,PERSON
67118a08a620e436ef12a96a,d.b. 6306-j,3,,PERSON
67118a08a620e436ef12a96b,preston,18,,PERSON
67118a08a620e436ef12a96f,trucker john balto .713 dorm,3,,PERSON
67118a08a620e436ef12a970,preston green,3,,PERSON
67118a08a620e436ef12a973,edward reid,3,,PERSON
67118a08a620e436ef12a977,edward reid clendenin,3,,PERSON
67118a08a620e436ef12a978,boyd,48,,PERSON
67118a08a620e436ef12a97b,edward a boyd,3,,PERSON
67118a08a620e436ef12a97c,caudill,3,,PERSON
67118a08a620e436ef12a97d,larry 	 edward,3,,PERSON
67118a08a620e436ef12a97f,larry edward caudill,3,,PERSON
67118a08a620e436ef12a980,catto,3,,PERSON
67118a08a620e436ef12a981,domenic a. born,3,,PERSON
67118a08a620e436ef12a985,domenic a. catto,3,,PERSON
67118a08a620e436ef12a986,gillespie edward m. doard,3,,PERSON
67118a08a620e436ef12a988,e. f. laborer sherwood mfg.,3,,PERSON
67118a08a620e436ef12a98a,edward m. gillespie,3,,PERSON
67118a08a620e436ef12a98b,braund james arthur,3,,PERSON
67118a08a620e436ef12a98f,dubois,201,,PERSON
67118a08a620e436ef12a991,james arthur braund,3,,PERSON
67118a08a620e436ef12a994,jr arthur,3,,PERSON
67118a08a620e436ef12a997,yard foreman,510,,PERSON
67118a08a620e436ef12a999,w. va.,4437,,PERSON
67118a08a620e436ef12a99a,arthur d. rohrbough,3,,PERSON
67118a08a620e436ef12a99d,jef,12,,PERSON
67118a08a620e436ef12a9a0,slater,12,,PERSON
67118a08a620e436ef12a9a1,william dean,9,,PERSON
67118a08a620e436ef12a9a3,brakeman akr-chg c.t.,15,,PERSON
67118a08a620e436ef12a9a4,william dean slater,3,,PERSON
67118a08a620e436ef12a9a6,peter j. sarni,3,,PERSON
67118a08a620e436ef12a9a8,temporary carman,12,,PERSON
67118a08a620e436ef12a9ad,peter joseph sarni,3,,PERSON
67118a08a620e436ef12a9ae,a temporary carman,18,,PERSON
67118a08a620e436ef12a9b2,joseph huston,3,,PERSON
67118a08a620e436ef12a9b4,paul leonard palmer,3,,PERSON
67118a08a620e436ef12a9b5,kelvin r. palmer,3,,PERSON
67118a08a620e436ef12a9b8,joseph h. smith,3,,PERSON
67118a08a620e436ef12a9bc,joseph huston smith's,3,,PERSON
67118a08a620e436ef12a9c1,edward,129,,PERSON
67118a08a620e436ef12a9c3,misce,84,,PERSON
67118a08a620e436ef12a9c5,fr thl ys,3,,PERSON
67118a08a620e436ef12a9c6,lof,36,,PERSON
67118a08a620e436ef12a9c9,edward steinbock,3,,PERSON
67118a08a620e436ef12a9ca,hafner walter h born,3,,PERSON
67118a08a620e436ef12a9ce,m. ab,6,,PERSON
67118a08a620e436ef12a9d0,treelin 96259-b,3,,PERSON
67118a08a620e436ef12a9d1,walter h hafner,3,,PERSON
67118a08a620e436ef12a9d2,roub,3,,PERSON
67118a08a620e436ef12a9d3,william alcorn,3,,PERSON
67118a08a620e436ef12a9d5,william a. roub,6,,PERSON
67118a08a620e436ef12a9dd,jallen martin mitchell born,3,,PERSON
67118a08a620e436ef12a9df,betts .85,3,,PERSON
67118a08a620e436ef12a9e3,jallen martin mitchell,3,,PERSON
67118a08a620e436ef12a9e8,cgjayky williams w.,3,,PERSON
67118a08a620e436ef12a9eb,lavers,3,,PERSON
67118a08a620e436ef12a9ec,ernest hayward,3,,PERSON
67118a08a620e436ef12a9ed,r. p.,51,,PERSON
67118a08a620e436ef12a9f3,appd,36,,PERSON
67118a08a620e436ef12a9f4,ana r532-a,3,,PERSON
67118a08a620e436ef12a9f6,ernest hayward lavers,3,,PERSON
67118a08a620e436ef12a9fc,webster spgs,6,,PERSON
67118a08a620e436ef12a9fd,w.va,1059,,PERSON
67118a08a620e436ef12aa00,herman bros,3,,PERSON
67118a08a620e436ef12aa08,c. t. cowen appl,3,,PERSON
67118a08a620e436ef12aa09,edmond roswald hammon,3,,PERSON
67118a08a620e436ef12aa0a,brooks james robert date of,3,,PERSON
67118a08a620e436ef12aa0b,james r. brooks,6,,PERSON
67118a08a620e436ef12aa0d,willard 1-29-57 - transferred,3,,PERSON
67118a08a620e436ef12aa10,otto john  ndate,3,,PERSON
67118a08a620e436ef12aa1e,otto john capobianco,3,,PERSON
67118a08a620e436ef12aa1f,hoffman,57,,PERSON
67118a08a620e436ef12aa20,"erich william
born",3,,PERSON
67118a08a620e436ef12aa23,transportation,2526,,PERSON
67118a08a620e436ef12aa2a,erich william hoffman,3,,PERSON
67118a08a620e436ef12aa2c,b. d. certif,15,,PERSON
67118a08a620e436ef12aa32,a.j. browner,3,,PERSON
67118a08a620e436ef12aa36,elsie,12,,PERSON
67118a08a620e436ef12aa38,arthur rome,3,,PERSON
67118a08a620e436ef12aa39,walker,27,,PERSON
67118a08a620e436ef12aa3a,edward s. date,3,,PERSON
67118a08a620e436ef12aa3c,enos,3,,PERSON
67118a08a620e436ef12aa3e,e. a. walker,6,,PERSON
67118a08a620e436ef12aa40,carson,30,,PERSON
67118a08a620e436ef12aa42,assig,12,,PERSON
67118a08a620e436ef12aa43,carson short,3,,PERSON
67118a08a620e436ef12aa45,lee,126,,PERSON
67118a08a620e436ef12aa47,gary lee niederbrach,3,,PERSON
67118a08a620e436ef12aa48,murphy jacob v born date,3,,PERSON
67118a08a620e436ef12aa4f,jacob v murphy,3,,PERSON
67118a08a620e436ef12aa51,john paul,18,,PERSON
67118a08a620e436ef12aa53,john paul jones,3,,PERSON
67118a08a620e436ef12aa54,nethkin truman john,3,,PERSON
67118a08a620e436ef12aa55,t. j. nethkin,3,,PERSON
67118a08a620e436ef12aa56,e. c. groves,87,,PERSON
67118a08a620e436ef12aa57,truman j. nethkin,6,,PERSON
67118a08a620e436ef12aa59,j. w. adams,9,,PERSON
67118a08a620e436ef12aa5c,"carpenter hlpr
carpenter",3,,PERSON
67118a08a620e436ef12aa60,appli,300,,PERSON
67118a08a620e436ef12aa61,forest l. hughes,3,,PERSON
67118a08a620e436ef12aa62,clark pearl a. date,3,,PERSON
67118a08a620e436ef12aa65,bi-ennial,111,,PERSON
67118a08a620e436ef12aa69,dubensky,3,,PERSON
67118a08a620e436ef12aa6a,david michael,6,,PERSON
67118a08a620e436ef12aa6c,mp,27,,PERSON
67118a08a620e436ef12aa71,mi,48,,PERSON
67118a08a620e436ef12aa76,david michael dubensky,3,,PERSON
67118a08a620e436ef12aa79,"james g.
misc",3,,PERSON
67118a08a620e436ef12aa7e,car fore,30,,PERSON
67118a08a620e436ef12aa7f,carman insprtr,12,,PERSON
67118a08a620e436ef12aa83,"james g.
",3,,PERSON
67118a08a620e436ef12aa87,james g. edwards,3,,PERSON
67118a08a620e436ef12aa8a,bur,111,,PERSON
67118a08a620e436ef12aa8d,hughes james turrell,3,,PERSON
67118a08a620e436ef12aa8e,j. t. hughes,3,,PERSON
67118a08a620e436ef12aa90,hughes,111,,PERSON
67118a08a620e436ef12aa94,james t. hughes,6,,PERSON
67118a08a620e436ef12aa95,melam,3,,PERSON
67118a08a620e436ef12aa96,fireman c. hiffer,3,,PERSON
67118a08a620e436ef12aa97,c. h. pauley,3,,PERSON
67118a08a620e436ef12aa98,r. m. alsip,3,,PERSON
67118a08a620e436ef12aa9d,james r.,9,,PERSON
67118a08a620e436ef12aaa2,james r. russell,3,,PERSON
67118a08a620e436ef12aaa3,harvey richard johnson,6,,PERSON
67118a08a620e436ef12aaa4,rd cert,102,,PERSON
67118a08a620e436ef12aaa8,crefts,3,,PERSON
67118a08a620e436ef12aaad,carmn n n r3901,3,,PERSON
67118a08a620e436ef12aaae,cum,42,,PERSON
67118a08a620e436ef12aab3,hartman,81,,PERSON
67118a08a620e436ef12aab4,elian emil,3,,PERSON
67118a08a620e436ef12aaba,elian emil hartman,3,,PERSON
67118a08a620e436ef12aabb,shepherd,6,,PERSON
67118a08a620e436ef12aabc,ronald lee,9,,PERSON
67118a08a620e436ef12aac1,r. l. shepherd,3,,PERSON
67118a08a620e436ef12aac2,l. a. shepherd,6,,PERSON
67118a08a620e436ef12aac7,ronald lee shepherd,3,,PERSON
67118a08a620e436ef12aac8,william robert,6,,PERSON
67118a08a620e436ef12aad1,william robert brotemarkle,3,,PERSON
67118a08a620e436ef12aad2,hardisty,3,,PERSON
67118a08a620e436ef12aad3,"robert victor
born",3,,PERSON
67118a08a620e436ef12aad9,robert victor hardisty,3,,PERSON
67118a08a620e436ef12aadc,c.t.,1398,,PERSON
67118a08a620e436ef12aadd,name lecy,3,,PERSON
67118a08a620e436ef12aae0,james l lecy,3,,PERSON
67118a08a620e436ef12aae1,proehl,3,,PERSON
67118a08a620e436ef12aae2,ralph,87,,PERSON
67118a08a620e436ef12aae3,ralph proehl,6,,PERSON
67118a08a620e436ef12aae7,dut,6,,PERSON
67118a08a620e436ef12aaec,davies,15,,PERSON
67118a08a620e436ef12aaed,roscoe baker,3,,PERSON
67118a08a620e436ef12aaee,r.p. cert,252,,PERSON
67118a08a620e436ef12aaf3,roscoe baker davies,3,,PERSON
67118a08a620e436ef12aaf9,furloy r588,3,,PERSON
67118a08a620e436ef12aafa,george resch,3,,PERSON
67118a08a620e436ef12aafe,christopher paul,3,,PERSON
67118a08a620e436ef12ab02,christopher paul fisher,3,,PERSON
67118a08a620e436ef12ab05,hart,66,,PERSON
67118a08a620e436ef12ab06,charles edwin born,3,,PERSON
67118a08a620e436ef12ab08,carman appr. m p,3,,PERSON
67118a08a620e436ef12ab0a,c. n 7609-3,3,,PERSON
67118a08a620e436ef12ab0c,byers jct.,9,,PERSON
67118a08a620e436ef12ab0d,charles edwin hart,3,,PERSON
67118a08a620e436ef12ab0e,"william michael
form",3,,PERSON
67118a08a620e436ef12ab0f,william michael,12,,PERSON
67118a08a620e436ef12ab18,r&t chgd,3,,PERSON
67118a08a620e436ef12ab1a,lofa mil,33,,PERSON
67118a08a620e436ef12ab1b,william michael hart,3,,PERSON
67118a08a620e436ef12ab1d,fage,3,,PERSON
67118a08a620e436ef12ab1e,theodore j. higgins,6,,PERSON
67118a08a620e436ef12ab2b,frank,207,,PERSON
67118a08a620e436ef12ab2f,ny______06/21/68___________purpose,3,,PERSON
67118a08a620e436ef12ab31,workerls,3,,PERSON
67118a08a620e436ef12ab37,steven michael scherch,3,,PERSON
67118a08a620e436ef12ab38,larry,54,,PERSON
67118a08a620e436ef12ab46,larry gordon kameror,3,,PERSON
67118a08a620e436ef12ab48,gilbert,63,,PERSON
67118a08a620e436ef12ab49,harry h. 	born,3,,PERSON
67118a08a620e436ef12ab4a,orgnztn,3,,PERSON
67118a08a620e436ef12ab4e,brancman,3,,PERSON
67118a08a620e436ef12ab52,cler,27,,PERSON
67118a08a620e436ef12ab58,harry h. gilbert,3,,PERSON
67118a08a620e436ef12ab5a,wayne allen,3,,PERSON
67118a08a620e436ef12ab5d,wayne allen revercomb,3,,PERSON
67118a08a620e436ef12ab5e,harbaugh,3,,PERSON
67118a08a620e436ef12ab5f,julius born,12,,PERSON
67118a08a620e436ef12ab60,h. p.,12,,PERSON
67118a08a620e436ef12ab62,w. d. list,3,,PERSON
67118a08a620e436ef12ab65,julius harbaugh,3,,PERSON
67118a08a620e436ef12ab68,seg henderson,3,,PERSON
67118a08a620e436ef12ab6b,memorial jone huffman,3,,PERSON
67118a08a620e436ef12ab6d,jone huffman,3,,PERSON
67118a08a620e436ef12ab70,whitman,15,,PERSON
67118a08a620e436ef12ab73,hoboken gibbs,3,,PERSON
67118a08a620e436ef12ab77,faminhower rd,3,,PERSON
67118a08a620e436ef12ab7b,magnuen,9,,PERSON
